	final_prompt
667	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Anatole Broyard only wants love to be worthy of his reputation.
English human reference: Anatole Broyard only wants love to be worthy of its reputation .

Score: [/INST]"
668	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Very little has been preserved in the secular art of the other federal state.
English human reference: Very little has been preserved of the secular art of the Second Empire .

Score: [/INST]"
669	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The point is that, like industry, new instruments will be mobilised when there is a need to do so.
English human reference: The point is that , like in industry , new tools are adopted when there is a need to do so .

Score: [/INST]"
670	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This protein is a source of living water, protein full of purity.
English human reference: This light is a source of living water , light full of purity .

Score: [/INST]"
671	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Research into Aristotle categories is also part of metaphysical activity, as far as the things they contain are studied as they are.
English human reference: Research into Aristotelian categories is also part of metaphysics , as far as the things they contain are studied as existing .

Score: [/INST]"
672	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Much of them will fall from November to February during the monsoon season.
English human reference: Much of them will fall from November to February during the monsoon season .

Score: [/INST]"
673	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Every question is poised against questions from a certain point of view.
English human reference: Eternal questions are poised against questions from a certain point of view .

Score: [/INST]"
674	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: You were held hostages from the treasuries on Friday.
English human reference: On the way , hostages were taken from the Livonians in Metsepole , thought to be traitorous .

Score: [/INST]"
675	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The godword and the athee in front of Mr Peetrus and Mr Paulus are presenting their views and letting them teach themselves about the truth of God.
English human reference: They present their positions in front of the Word of God and the Apostles Peter and Paul and let them teach them about the divine truth .

Score: [/INST]"
676	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The former Israeli Prime Minister Ariel Sharon, who is in attendance, was transferred from Jerusalem to Tel Aviv's hospital.
English human reference: The former Israeli Prime Minister Ariel Sharon , who is in a coma , was transferred from Jerusalem to Tel Aviv 's nursing hospital .

Score: [/INST]"
677	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Georg and Evelin are putting themselves in semi-Nazi.
English human reference: Georg and Evelin half-settle in Morna .

Score: [/INST]"
678	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In addition to him, the writes of the travellers, Benjamin Tudeans and Inapshot Jubayr, have been retained.
English human reference: In addition to his writings , the writings of the travellers , Benjamin of Tudela and Ibn Jubayr , have been preserved .

Score: [/INST]"
679	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He reformed the apparatus of government and began the fight against corruption.
English human reference: He reformed the apparatus of government and began the fight against corruption .

Score: [/INST]"
680	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: According to Aristotle, the practice of virtues is pleasant, not painful; it is a test of virtues.
English human reference: According to Aristotle , the practice of virtues is pleasant , not painful ; it is a test of virtuousness .

Score: [/INST]"
681	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: However, it seems that there is an interesting case that needs to be approached differently.
English human reference: However , it seems that there is an interesting case that needs to be approached differently .

Score: [/INST]"
682	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: For example, in Tallinn, several tens of thousands of people are thought to live in official residence somewhere else.
English human reference: For example , it is thought that there are tens of thousands of people living in Tallinn , whose official residence is somewhere else .

Score: [/INST]"
683	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It is now known that the bridge is not credible in assessing the size of small light sources that are on the wind.
English human reference: It is now known that the eye cannot be trusted when assessing the size of small light sources on a dark background .

Score: [/INST]"
684	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It was built on the foundations of an 'old monastery' by the inheritance of the people.
English human reference: According to folk legends , it was built on the "" foundations of an old monastery "" .

Score: [/INST]"
685	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Immediately after the painful loss, Mahler became aware of his lack of conscience.
English human reference: Immediately after the painful loss , Mahler was informed of his heart failure .

Score: [/INST]"
686	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: On the Limoral Library, the Titanic is taking place to commemorate the 100th anniversary of the death of the Titanic.
English human reference: The Balmoral Cruise is taking place to commemorate the 100th anniversary of the sinking of the Titanic .

Score: [/INST]"
687	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The relays to this meeting will remain blurred, if not more.
English human reference: Information on this meeting remains vague , to say the least .

Score: [/INST]"
688	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Bangladesh there were clashes between police and opposition supporters trying to attack the government building.
English human reference: In Bangladesh there were clashes between police and opposition supporters trying to attack the government building .

Score: [/INST]"
689	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Following the dismantling of the People's Union, the organisation was subordinated to the United Nations in 1946.
English human reference: Following the dismantling of the League of Nations , the organisation was subordinated to the United Nations in 1946 .

Score: [/INST]"
690	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The New York Times wrote, after the death of Mahler, that it was' one of the largest musicians of its time '.
English human reference: The New York Times wrote , after the death of Mahler , that he was ' one of the towering musical figures of his day ' .

Score: [/INST]"
691	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Access to Facebook was restored to public pressure by 11 March.
English human reference: Access to Facebook was restored due to public pressure by 11 March .

Score: [/INST]"
692	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He has a need to make a big apology... Harri Ahvena is suddenly being called on to tear down lead trees.
English human reference: He feels the need to make a big apology ... Harri Ahven gets an unexpected call to chop wood for a stove .

Score: [/INST]"
693	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: However, they were attacked in retrospect by the secret of hurricanes, peppers and the Latin channels.
English human reference: However , on their way back , they were attacked by a group of Order brothers , Livonians and Latgals .

Score: [/INST]"
694	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Travellers arrived in Constantinople on 23 June 1203.
English human reference: The crusaders arrived at Constantinople on 23 June 1203 .

Score: [/INST]"
695	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The support troops sent by the Russian Principality were deployed in urban areas and were given gifts and property taken from the Germans.
English human reference: The support troops sent by the Russian princes were deployed in strongholds and were given gifts and property taken from the Germans .

Score: [/INST]"
696	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In March 1991 Jackson Sonyi signed a new poster agreement, worth a record USD 65 million.
English human reference: In March 1991 Jackson signed a new record deal with Sony , worth a record USD 65 million .

Score: [/INST]"
697	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Volgograd, Russia, there was a powerful gas explosion in one corterhouse, which caused the building to partially collapsed.
English human reference: In Volgograd , Russia , there was a powerful gas explosion in an apartment building , which caused the building to partially collapse .

Score: [/INST]"
698	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Maize is a staple food and is grown in practically all small households.
English human reference: Maize is a staple food and is grown in practically all small households .

Score: [/INST]"
699	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: If such a sceptic code is taken as an ethical element of a common life, it is little.
English human reference: If such a schematic code is taken as the entire ethical content of common life , it does not suffice .

Score: [/INST]"
700	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The winners became familiar with Qucy Jong, who dealt with the film's music side.
English human reference: At the shoot , he met Quincy Jones who was responsible for the musical side of the film .

Score: [/INST]"
701	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The three points with Rwanda and Tanzania will be determined by the flows of the Mwibu and the Kagera River.
English human reference: The triple point with Rwanda and Tanzania is determined by the flow beds of the Mwibu and the Kagera rivers .

Score: [/INST]"
702	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The conquest of the Normans to London was not only revealed through the new ruling class, but also through the city structure.
English human reference: The conquest of London by the Normans was not only reflected in the new ruling class , but also through city 's structure .

Score: [/INST]"
703	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Cooperation between the rescue service, the police and the alert centre has been regulated by the ministerial regulation.
English human reference: Cooperation between the rescue service , the police and the alarm centre has been regulated by a ministerial regulation .

Score: [/INST]"
704	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Earth's speed with regard to ether was a very important problem before Einstein, and Einstein dispelled it.
English human reference: The Earth 's speed in relation to ether was a very important problem before Einstein , and Einstein dispelled it .

Score: [/INST]"
705	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The UN, the European Union, Russia and the United States have agreed to provide financial assistance to the Palestinian Authority in the midst of the financial crisis.
English human reference: The UN , the European Union , Russia and the United States have agreed to provide financial assistance to the Palestinian Authority suffering from a financial crisis .

Score: [/INST]"
706	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The only logical and episoological bases of the Oma Typhoon were.
English human reference: The foundations of Osmo 's fatalism were only logical and epistemologial .

Score: [/INST]"
707	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Little [The Lake of Tanzine] is important for Burundi, both as a fishing ground and as a waterway.
English human reference: pisi [ [ Lake Tanganjika is important for Burundi , both as a fishing ground and as a waterway

Score: [/INST]"
708	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The truth about the fate of the war even reached the press in Riga and St Petersburg from the front pages of Tallinn's newspapers.
English human reference: From the front pages of Estonian newspapers the news about the fighting over the fate of the carpets even reached the press in Riga and St. Petersburg .

Score: [/INST]"
709	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Estonian Commissioner for Gender Equality, Liisa Pakoice, has proposed an informal amendment to family law in such a way as to introduce gender-neutral marriage.
English human reference: The Estonian Commissioner for Gender Equality , Liisa Pakosta , made an informal proposal to amend the Family Law Act in such a way as to introduce gender-neutral marriage .

Score: [/INST]"
710	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In the city of Seattle in the United States of Washington, an unidentified person still beaten 6 people and then committed suicide.
English human reference: In the city of Seattle , Washington , in the United States , an unidentified person shot 6 people at a party and then committed suicide .

Score: [/INST]"
711	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Władysław gave up his claims to the Russian thumb, after financial compensation.
English human reference: Władysław gave up his claims to the Russian throne , after financial compensation .

Score: [/INST]"
712	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: When the flu virus changes in the course of an antigentic shift, a large number of people do not have a new type of virus immunisation.
English human reference: When the flu virus mutates in the course of an antigentic shift , a large number of people do not have immunity against a new type of the virus .

Score: [/INST]"
713	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Ms FisiRevolutionary Minister of Hungary [István Bibó, who made a declaration on ""Freedom and truth""
English human reference: pisiRevolutionary Minister of Hungary [ István Bibó , who made a declaration on "" Freedom and truth ""

Score: [/INST]"
714	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Some walls have remained in this building and a total of 7 windows in watches and on first order.
English human reference: Some walls have remained in this building and a total of 7 windows in the basement and on the ground floor .

Score: [/INST]"
715	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Part of the puzzle is estimated, which is why the utilitarian maxim 'must be maximized' is doubly estimated.
English human reference: Happiness is partly evaluative , which is why the utilitarian maximum "" Happiness must be maximized "" is doubly evaluative .

Score: [/INST]"
716	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Barang, Russia, the leader of the opposition, Mr Navalny, opened his election campaign local headquarters.
English human reference: In Barnaul , Russia , opposition leader Alexei Navalny opened the local headquarters of his election campaign .

Score: [/INST]"
717	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: During the meetings, Estonia was represented by Finance Minister Sven Sester and Deputy State Secretary, Ministry of Finance, Nos Ross.
English human reference: During the meetings , Estonia was represented by Finance Minister Sven Sester and Deputy Secretary-General of the Ministry of Finance , Märten Ross .

Score: [/INST]"
718	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Annemary and Riga both consider that the ever decreasing workforce will no longer be able to cope with the new winter.
English human reference: Annemai and Riks both consider that the ever decreasing workforce at Uuevariku Farm can no longer cope .

Score: [/INST]"
719	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Declarations are categorised as internal and external undertakings.
English human reference: Fellowships are categorised as internal and external fellowships .

Score: [/INST]"
720	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It is easy to understand why a loving person wants to give everyone loved, or at least wants to choose a culture of behaviour that is recognisably close to the ideal but less demanding.
English human reference: It is easy to understand why a lover wants to give everything to the loved one , or at least wants to choose a pattern of behaviour that is recognisably close to the ideal but less demanding .

Score: [/INST]"
721	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Divergence was not tolerated, corruption was the highest, while public morals were the lowest.
English human reference: Divergence was not tolerated , corruption was at the highest , while public morals were at their lowest .

Score: [/INST]"
722	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: 38. The Taliban used to take up seven power, and every power made six angels until they got 365.
English human reference: 38 . \ Each of the rulers made for himself seven powers , and every power made six angels until there were 365 angels .

Score: [/INST]"
723	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The conclusion of any moral debate is not a moral imperative.
English human reference: The conclusion of any moral debate is not a moral imperative .

Score: [/INST]"
724	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Then Mussolini, his mercy and some 15 more fascists were taken to Milanoss, where they were publicly demonstrated.
English human reference: Then the bodies of Mussolini , his mistress and some 15 more fascists were taken to Milan , where they were publicly displayed .

Score: [/INST]"
725	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: On 12 August 1921, the People's Union was asked to resolve the issue.
English human reference: On 12 August 1921 , the League of Nations was asked to resolve the issue .

Score: [/INST]"
726	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It can therefore be said that the culprit has the feeling that he is being placed elsewhere.
English human reference: It can therefore be said that the culprit has the feeling that he is being placed elsewhere .

Score: [/INST]"
727	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: 13 December 2006 Prime Minister Ehud Olmert of Israel.
English human reference: Prime Minister Ehud Olmert of Israel on 13 December 2006 .

Score: [/INST]"
728	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In clashes, more than ten civilians died and were injured.
English human reference: In clashes , ten civilians were killed and more than ten were injured .

Score: [/INST]"
729	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Girkin called for a cease-fire on humanitarian grounds.
English human reference: Girkin called for a cease-fire on humanitarian grounds .

Score: [/INST]"
730	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In a conflict situation, it would be more desirable to join a tactic with one side against the other, rather than attacking both at the same time.
English human reference: In a conflict situation , the more expected tactic would be to join with one side against the other , rather than attack both at the same time .

Score: [/INST]"
731	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: 1245 in the Lyon Church, Pope Innocentius IV, proposed to organise a new crusade.
English human reference: At the Church Council of Lyon in 1245 , Pope Innocent IV proposed a new crusade .

Score: [/INST]"
732	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This philosophy cannot be built on mere concepts, but requires the closest interaction with historical cultural sciences.
English human reference: Philosophy cannot create this from mere concepts , but requires the closest interaction with historical cultural sciences .

Score: [/INST]"
733	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The rate decreased by 9.6% in 2011 compared with 2010, but by as much as 17% in 2006.
English human reference: The mortality rate decreased by 9.6 % in 2011 compared to 2010 , and as much as 17 % compared to 2006 .

Score: [/INST]"
734	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Kant claims that we will then always perceive them as having spatial characteristics.
English human reference: Kant claims that we will then always perceive them as having spatial characteristics .

Score: [/INST]"
735	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In all cases, new theory emerged only after a clear failure to resolve normal scientific breaking tasks.
English human reference: In all cases , new theory emerged only after a clear failure to resolve a normal scientific puzzle .

Score: [/INST]"
736	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After the Second World War, the United Nations designated it as the Belgian maintenance territory to prepare for its independence.
English human reference: After the Second World War , the United Nations designated it as the Belgian custodial territory to prepare for the country 's independence .

Score: [/INST]"
737	"<s>[INST]<<SYS>>You are a helpful assistant.<</SYS>>Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: During her time Portugal covered about half of its current territory.
English human reference: During his rule , Portugal covered about half of its current territory .

Score: [/INST]"
