	final_prompt
253	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The International Olympic Committee succeeded to increase women's participation for the Olympics.
English human reference: The steps taken by the International Olympic Committee to increase women 's participation in the Olympics were successful .

Score: [/INST]"
254	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Various subspecies in the shape of their tablets, rather than by the differences in the shape of the bones.
English human reference: Different subspecies vary slightly in the shape of their fruits and thorns .

Score: [/INST]"
255	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This makes it more concerned about the quality of the items.
English human reference: This gives more attention to the quality of the goods .

Score: [/INST]"
256	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The controversies about the 1876 presidential election were compromised by the 1877 election.
English human reference: The 1877 Reconciliation Agreement was used to settle disputes over the 1876 presidential election .

Score: [/INST]"
257	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It was here that the accommodation hall at Eaton was founded by several continuous brickworks.
English human reference: This is because of the fact that several bricks containing the text Ankheperure have been found here in the celebration hall in Atten .

Score: [/INST]"
258	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: So in 1886 this was ""officially"" Liha opened by masparo.
English human reference: As a result , it was "" officially "" opened in 1886 by Masparro .

Score: [/INST]"
259	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The upper part of the heart is the connecting point of several large blood vessels.
English human reference: The upper part of the heart is the connecting point of several large blood vessels .

Score: [/INST]"
260	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: There is once a mention of the archimedes using a large mirror group that came to attack Syracuse and burned the Roman ships.
English human reference: Archimedes once set fire to the Roman ships that came to attack Syracuse using a large group of mirrors .

Score: [/INST]"
261	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: He worked to strengthen the administrative service and calculate the real population, assembling the troops that were scattered.
English human reference: He worked to strengthen the administrative service and to calculate the true population and to unite the scattered troops .

Score: [/INST]"
262	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Now, these various crew flights have been acquired in hundreds of evolutionary or wonderful stories.
English human reference: Now these different categories of flying are just amazing stories of how they acquired during their evolution .

Score: [/INST]"
263	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Summer warmth can be fabricated.
English human reference: can mean Saddharma Ratnavaliya .

Score: [/INST]"
264	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Due to a revolution or other risky political conditions that can occur in a country other than covering damages that can be obtained by a company, insurance.
English human reference: Insurance that a company can obtain to cover losses incurred in another country due to a revolution or other risky political situations .

Score: [/INST]"
265	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In some cases, the mites of the body of polar bears and other parasites are not caused by skin conditions.
English human reference: Sometimes mites and other parasites on the body of polar bears cause various skin diseases .

Score: [/INST]"
266	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Hundreds of these telugu cholas are considered to be related to original sangam cholas.
English human reference: These Telugu Cholas trace their origins to the early Sangam Cholas .

Score: [/INST]"
267	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This experimental article spanned 10 years from Rome, checking its documents from each other by dedicating the ladder and correctly compiled the honor of the hallucinogenic Joe.
English human reference: This research book was compiled by the Hon. Joe of Chilaw with great dedication and accuracy , examining each and every document from Rome over a period of 10 years .

Score: [/INST]"
268	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: As the 102 was implemented, and two talmud acts were created.
English human reference: 102 Correspondingly , and two talmud works were created

Score: [/INST]"
269	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Durian with sharp skulls that can be leftthumb bloody.
English human reference: leftthumb Durian with sharp spines that can cause massive bleeding .

Score: [/INST]"
270	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The larvae of the old bird can be identified as the galtam.
English human reference: Galtam Yaya can be identified as the temple of the ancient Kurudiyawala .

Score: [/INST]"
271	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Allegations of this were made for the first time in November 2001 before the election of Egyptian President charlemagne and vice - president dia palé.
English human reference: The first such allegation was made in November 2001 before the election by UNP President Charitha Ratwatte and Vice President Daya Pelpola .

Score: [/INST]"
272	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A snow bear can hunt a sea bear twice as much as their volume.
English human reference: A polar bear can hunt a sea elephant that weighs twice as much as its body mass .

Score: [/INST]"
273	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Elephant's forest was a hundred thousand suns, a thousand Mondays light.
English human reference: At that time , the forest was illuminated like a thousand suns and a thousand moons were shining from the six colors emitting from the holy rays .

Score: [/INST]"
274	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In Wayang Palace at 23, a group of agricultural farmers were killed by vang mang.
English human reference: On the 23rd , Wang Mang was killed by a mob of angry farmers inside Weyang Palace .

Score: [/INST]"
275	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: These can be produced in pyramids through the enzyme.
English human reference: These can be produced in starch by enzymes .

Score: [/INST]"
276	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Michael Alcoholic 37, the second day to serve as a travel guide.
English human reference: Michael Matsuhika 37 , the second day he went to work as a tour guide .

Score: [/INST]"
277	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Instructions for pregnant women and high blood pressure do not consume durian.
English human reference: Pregnant women and people with high blood pressure are advised not to consume durian .

Score: [/INST]"
278	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: But his second son and dyingbock were eligible for it.
English human reference: But his second son , Myonbok was accepted for it .

Score: [/INST]"
279	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This glass cover was applied to tourists entering the tomb to minimize the moisture and temperature of the mummy voyage.
English human reference: This glass cover was used to reduce the rate at which the mummy decomposes due to the moisture and temperature caused by tourists entering the tomb .

Score: [/INST]"
280	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: To prevent drugs and tolerance and circumstances from falling undercover during the tenure.
English human reference: He preaches the Dhamma to prevent drunkenness and procrastination .

Score: [/INST]"
281	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: When the mineral resource becomes the force that controls the world, Dirk's oil well has become a museum.
English human reference: When the mineral oil has becomes the force that controls the world , Derek 's oil well has become a museum .

Score: [/INST]"
282	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Ethnic Buddhism also learned linguistics under the educated guilds such as dascon academy.
English human reference: He learned the Sinhala language under Buddhist monks and learned laymen such as Daskon Adikaram .

Score: [/INST]"
283	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This has been released on vijay tv since 3 November 2014.
English human reference: It was released on November 3 , 2014 on Vijay TV .

Score: [/INST]"
284	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In this strike, on 19 January 1940, the police shot a worker, Govindan, who died.
English human reference: During the strike , Govindan , a worker , was shot dead by police on January 19 , 1940 .

Score: [/INST]"
285	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: On February 23, Li Xian was officially appointed throne.
English human reference: On February 23 , Li Xian was officially appointed throne .

Score: [/INST]"
286	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Several examples of such designs are currently left at the pompeii in Rome.
English human reference: Several examples of such designs are still left in Pompeii , Rome .

Score: [/INST]"
287	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This is the northern and southern boundary of their drainages constructed at a separate edge.
English human reference: This was built on a boundary that separated the northern and southern boundaries of their religion .

Score: [/INST]"
288	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: R Soltu / Holland Aiden's determinations to introduce various profiles of law)
English human reference: Introduce various aspects of the law from the definitions of R. Soltu / Holland et cetera )

Score: [/INST]"
289	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Some ""inside habit"" attempted to stop the fucking garden.
English human reference: Some tried to stop the elephant , saying , "" The elephant is in the habit of going to the wedding garden . ""

Score: [/INST]"
290	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The binder that carries the fly's wing is suitable.
English human reference: The drops that carry the fly 's wing make a charm out of it .

Score: [/INST]"
291	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Catholics of the terrible vicariate of this establishment were also deported to the jesuit fathers of John.
English human reference: As the situation worsened , the Catholics in Jaffna deported Father Jusevas and John to Puttalam .

Score: [/INST]"
292	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Most of the information about goguryeo is not revealed until many reports are available.
English human reference: Much information about Goguryeo has not been revealed , as many reports do not .

Score: [/INST]"
293	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Zen articles in the 12th and hundredth volumes were created.
English human reference: Zen works were produced in the 12th century .

Score: [/INST]"
294	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Wingspan for it, when the feet of birds and owls are represented by evidence.
English human reference: The presence of wings , the feet of birds and the representation of owls are cited as evidence .

Score: [/INST]"
295	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This new member gives the intense name ""Ambulositus Natans""... the name meaning 'walking and swimming whale'.
English human reference: This new member is named Thevson "" Ambulocytus natans "" . The name means ' walking and swimming whale ' ...

Score: [/INST]"
296	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Another apparent matter of this service was that the hutshepsut was not the only one.
English human reference: Another thing to note is that Hatshepsut was not the only one to receive this treatment .

Score: [/INST]"
297	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It had a limited thermodynamic and was invented by earth gravity as low as possible to fly under gravity.
English human reference: It had a limited temperature and was made with a mass so low that it could not fly under the Earth 's gravity .

Score: [/INST]"
298	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The most windy formation among goguryeo fortresses is a river and its branches are constructed in the shape of a moon.
English human reference: The most common of the Goguryeo forts is the moon-shaped forts built between a river and its tributaries .

Score: [/INST]"
299	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Fingerprints and scratching causes are a type of minimum protective causes.
English human reference: A type of protective covering that minimizes fingerprints and scratches .

Score: [/INST]"
300	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Complications of Huntington's disease are more clearly visible between the ages of 35 and 44.
English human reference: Complications of Huntington 's disease are most evident between the ages of 35 and 44 years .

Score: [/INST]"
301	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: By the military court, the deaths of 24 Iraqi civilians were alleged against 8 Naval Officers.
English human reference: A military tribunal has indicted eight naval officers in connection with the deaths of 24 Iraqi civilians .

Score: [/INST]"
302	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The inability to agree with basic arguments such as value and security can fail the full agreement.
English human reference: Failure to agree on key terms such as value and security can lead to the failure of the entire agreement .

Score: [/INST]"
303	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Later in Paris, twice again this request was made.
English human reference: Later in Paris , twice again this request was made .

Score: [/INST]"
304	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: During the napoleonic wars, sugar potatoes on the European continent were increased.
English human reference: During the Napoleonic War , sugarcane production in Europe increased .

Score: [/INST]"
305	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Also over the decades its single photograph has been the most selling postcard type in the museum.
English human reference: Also , for decades , its single photograph remained the museum 's best-selling postcard .

Score: [/INST]"
306	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Slavery descended from generation within the surreal era was extremely ambitious and villainous.
English human reference: Slavery , passed down from generation to generation during the colonial era , was extremely inhuman and cruel .

Score: [/INST]"
307	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: When Bhasmasura tries to touch Shiva's head, Vishnu imagines Mohini's speed and comes there.
English human reference: When Bhasmasura tries to touch Shiva 's head , Vishnu disguises himself as Mohini and arrives .

Score: [/INST]"
308	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Allium cepa is a peculiar species known by the genus Allium.
English human reference: Allium cepa is a unique variety known for its cultivation .

Score: [/INST]"
309	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Trinity Catholics were forced to take their churches.
English human reference: Catholics were forcibly taken to their churches .

Score: [/INST]"
310	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: About 15 such lengths can be seen at the foot of the kuruga.
English human reference: About 15 such caves can be seen at the foot of the rock near Kuragala .

Score: [/INST]"
311	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Peak, dry during the summer and again during the rainy season
English human reference: The top dries out in summer and grows back in the rainy season .

Score: [/INST]"
312	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Dataquet names are not mentioned in the teeth, although the present eight are added to the square knife.
English human reference: Dataquet names are not mentioned in the teeth , although the present eight are added to the square knife .

Score: [/INST]"
313	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: How exactly do you say it's 49 million years old fossil?
English human reference: How exactly can you say that by looking at a 49 million year old fossil ?

Score: [/INST]"
314	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This was then used by every dynasty itself that was powered.
English human reference: This was used by every dynasty that came to power after that .

Score: [/INST]"
315	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It is a guide to the human race, an exhibition and the last of the Allah who mothered the last of the Arabic lower elements of the full life plan.
English human reference: It is a guide , an example that guides mankind and is a complete plan of life that came down in Arabic from Allah , the Creator of man , for the last time .

Score: [/INST]"
316	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: So, what hey boring to curiosity?""
English human reference: So why be lazy to do good ? ""

Score: [/INST]"
317	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In addition to it, there were 1092 tons of separate storage facilities.
English human reference: In addition to it , there were 1092 tons of separate storage facilities .

Score: [/INST]"
318	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Also utilized the record of what was a record of Nonean Howard Carter.
English human reference: He also used Howard Carter 's report that his body had been cremated .

Score: [/INST]"
319	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Wu Weiliang and wu huaiyuan were sentenced to death.
English human reference: Wu Weiliang and Wu Huaiyuan were sentenced to death .

Score: [/INST]"
320	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: As far as I know, I don't have any losses to my brother.
English human reference: As far as I know , I have not created any losses to my brother .

Score: [/INST]"
321	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This is called the obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory obligatory ob
English human reference: This is called the unfinished obelisk , which gives an idea of ​ ​ how the obelisks were created .

Score: [/INST]"
322	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The sacrifice as well as the sacrifice was written in the former hostile heights of metre religion as well as scholarly classical periods.
English human reference: \ t Like the Ratnavaliya , the Poojavaliya was written at a time when the religion and craftsmanship of the country were deteriorating due to hostile threats .

Score: [/INST]"
323	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A glorious king will rule in some direction before this place.
English human reference: The people say that if a great king rules in a certain direction , it is from a place before this .

Score: [/INST]"
324	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: But by 1877, westernized Tokyo and Osaka cities and compared, Saul and Busan were like the balance of ancient history.
English human reference: But by 1877 , compared to the westernized cities of Tokyo and Osaka , Seoul and Busan looked like remnants of ancient history .

Score: [/INST]"
325	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: This is presently growing up to an uneventful pointed social impact.
English human reference: This has now developed into an unresolved protracted social conflict .

Score: [/INST]"
326	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: And, a crew member, hiding in the bags of letters, secretly an escape from the ship that had been reported in this port.
English human reference: A crew member was also reported to have sneaked out of the ship , hiding in envelopes bages at the port .

Score: [/INST]"
327	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Also a cypriot badge is initiated to replace its placed hindsight.
English human reference: A sacred foot logo has also been erected there and worship has begun .

Score: [/INST]"
328	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The first 'genetic silence' experiment that contributed to human Huntington patents began in 2015.
English human reference: The first ' gene mitigation ' experiment involving human Huntington patients began in 2015 .

Score: [/INST]"
329	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Islam has several instances of translation released in history.
English human reference: There have been several instances in which translations of Islamic history have been issued .

Score: [/INST]"
330	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Aid species have kept some records of their evolutionary history.
English human reference: Ancient species have left some records in their evolutionary history .

Score: [/INST]"
331	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: When he was only ten years old, his brother died of unknown causes three years later.
English human reference: When he was about ten years old , his brother ruled for three years and died of unknown causes .

Score: [/INST]"
332	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The following illustrations were also proposed as causes of his ukulele death.
English human reference: The following diseases were also suggested as other causes of his untimely death .

Score: [/INST]"
333	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Father has come to accept a group of Catholics from the sides of its gathering.
English human reference: A large crowd gathered to welcome the arrival of the Rev. Fr .

Score: [/INST]"
334	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: There's the battle of tientzin _ the terrible battle of tientzin]]
English human reference: There [ [ The Battle of Tiantxin _ fierce battles in Tientxin ] ] erupted .

Score: [/INST]"
335	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Within fifteen seconds, three bombs exploded, and it occurred in subway trains in London.
English human reference: Within fifteen seconds , three bombs had exploded in London 's subway .

Score: [/INST]"
336	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In grave paintings, the goguryeo art can be seen as being preserved.
English human reference: Goguryeo art is well preserved in tomb paintings .

Score: [/INST]"
337	"<s>[INST]Score the following translation from Sinhala to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: So injustice is the other crisis to have no reasonable reason.
English human reference: The other crisis is that there is no justifiable reason for such injustice .

Score: [/INST]"
